query_type,query,suppose_answer,predict_answer,rejection_content,label
N,開車還是騎機車比較方便？,N,N,您好，這個問題與《紅樓夢》展覽內容無關，歡迎您提出與展覽或作品相關的問題！,TRUE
N,你有沒有收集什麼東西的習慣？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎詢問相關內容！,TRUE
N,下班後會做些什麼休閒活動？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎您提出與展覽或作品相關的問題！,TRUE
N,你愛喝果汁還是汽水？,N,N,您好，這個問題與《紅樓夢》展覽內容無關，歡迎詢問相關展品或小說的問題！,TRUE
N,有沒有想學的新語言？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎您詢問有關展覽或紅樓夢的相關內容！,TRUE
N,你習慣用手機還是電腦上網？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎您提出與展覽或作品相關的問題！,TRUE
N,夏天比較喜歡去山上還是海邊？,N,N,您好，這個問題和《紅樓夢》展覽內容無關，歡迎提問有關展覽或小說的相關問題！,TRUE
N,你怕高嗎？,N,N,您好，這個問題與《紅樓夢》展覽內容無關，歡迎詢問相關展品或小說的問題喔！,TRUE
N,你喜歡早起還是晚睡呢？,N,N,您好，這個問題和《紅樓夢》展覽無直接關聯，歡迎詢問有關展品或小說內容的問題！,TRUE
N,這附近有地鐵站嗎？,N,N,很抱歉，這個問題與《紅樓夢》展覽內容無關，建議您洽詢服務台或查詢交通資訊。,TRUE
N,你最近有看什麼電影嗎？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎提問有關展覽或紅樓夢的相關內容！,TRUE
N,附近有推薦的餐廳嗎？,N,N,很抱歉，我只能回答與《紅樓夢》展覽相關的問題，歡迎您詢問展覽內容！,TRUE
N,咖啡你喝黑的還是加奶？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎您詢問相關內容！,TRUE
N,週末你都怎麼安排？,N,N,您好，這個問題與《紅樓夢》展覽無關，歡迎您詢問與展覽或紅樓夢相關的內容！,TRUE
N,你喜歡夏天還是冬天？,N,N,您好，這個問題與《紅樓夢》展覽無關，歡迎詢問相關內容！,TRUE
N,附近有停車場嗎？,N,N,您好，這個問題與《紅樓夢》展覽內容無關，建議您洽詢展覽場地的服務人員或官方網站。,TRUE
N,你常用什麼社群媒體？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎您提出關於展覽或《紅樓夢》的相關問題！,TRUE
N,最近有什麼流行歌曲嗎？,N,N,很抱歉，這個問題與《紅樓夢》展覽無關，歡迎詢問相關內容！,TRUE
N,你喜歡戶外運動嗎？,N,N,您好，這個問題與《紅樓夢》展覽無直接關聯，歡迎詢問相關內容！,TRUE
N,這一帶交通方便嗎？,N,N,很抱歉，這個問題與《紅樓夢》展覽內容無關，建議您參考場館官方資訊或交通指引。,TRUE
N,你平常騎車還是搭公車？,N,N,您好，這個問題與《紅樓夢》展覽內容無關，歡迎詢問相關主題！,TRUE
N,今天溫度幾度？,N,N,很抱歉，這個問題與《紅樓夢》展覽無關，歡迎您詢問相關內容！,TRUE
N,你習慣用哪種導航軟體？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎您詢問相關內容！,TRUE
N,你午餐吃了什麼？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎您詢問有關展覽或紅樓夢的相關內容！,TRUE
N,假日會去書店逛逛嗎？,N,N,您好，這個問題和《紅樓夢》展覽主題無關，歡迎您提出與展覽或作品相關的問題！,TRUE
N,你還記得上次旅行去哪裡嗎？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎您詢問有關展覽或《紅樓夢》的相關內容！,TRUE
N,你喜歡養寵物嗎？,N,N,您好，這個問題和《紅樓夢》展覽主題無關，歡迎您詢問有關展品或小說內容的問題！,TRUE
N,你週末通常怎麼休閒？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎您詢問有關展覽或《紅樓夢》的相關內容！,TRUE
Y,這種白色的瓷杯摸起來是不是給人一種特別靜謐的感覺啊？,Y,F,,FALSE
Y,這個玉做的小飾品用在衣服上，是不是讓人聯想到黛玉的那種溫柔氛圍？,Y,F,,FALSE
Y,這套帶花紋的蓋碗看起來很精緻，是不是比較像王熙鳳那種有主見的角色會用的？,Y,F,,FALSE
Y,這個紅色的盤子顏色這麼亮，是不是在宴席上更有喜慶的感覺？,Y,F,,FALSE
Y,像這種圓形的盒子，上面的圖案是不是有特別的象徵，感覺很適合送禮用呢？,Y,F,,FALSE
Y,這個帶有金色裝飾的小盒子感覺很華麗，是不是會讓人想到賈母平常會用的？,Y,F,,FALSE
Y,這種帶花紋的茶壺造型比較特別，是不是和寶玉喜歡的東西風格很接近啊？,Y,F,,FALSE
F,這種白色的筆洗大概幾年才會有這樣的落款啊？,F,Y,,FALSE
F,這個帶金色的小碗用的金通常是怎麼加工上去的？,F,Y,,FALSE
F,這種蓋子上有花紋的碗通常尺寸會多大，和一般茶杯比起來呢？,F,Y,,FALSE
F,這種貓眼石頭用在頭飾上，通常是大顆還是小顆，比較常見？,F,Y,,FALSE
F,這個紅色釉面的盤，大概是哪個年代開始流行這個顏色的？,F,Y,,FALSE
F,這類鼻煙壺大概怎麼製作才會有裡面那種金色星點效果呢？,F,Y,,FALSE
N,菊花造型的那個佩飾展在哪一區？我想先去餐廳喝杯咖啡再過去。,N,Y,,FALSE
Y,這種給人涼涼感覺的青色杯子，是不是在《紅樓夢》裡特別常出現在清雅的場景呢？,Y,F,,FALSE
Y,這個看起來很細緻的金色筷子，是不是用來象徵貴族身份的感覺比較重啊？,Y,F,,FALSE
F,這種看起來像玉鏤的配件通常是用哪一種工法雕刻出來的啊？會花很久時間嗎？,F,Y,,FALSE
F,這個紅色釉的盤子尺寸大概會做到多大，通常是在什麼場合會用呢？,F,Y,,FALSE
Y,這個雕花的荷包用這種材質看起來是不是比較有林黛玉那種溫婉纖細的感覺啊？,Y,F,,FALSE
F,這個銀色的指甲套大概會做多長？以前戴的時候通常怎麼固定啊？,F,Y,,FALSE
Y,這個白色的杯子看起來很簡潔，是不是更有林黛玉那種安靜淡雅的氛圍啊？,Y,F,,FALSE
F,這種小巧的鼻煙壺一般尺寸大概是多少，當時都是用什麼工法製作的呢？,F,Y,,FALSE
