query_type,query,suppose_answer,predict_answer,rejection_content,label
Y,這個船形的青瓷器物是裝什麼用的呢？,Y,Y,,True
Y,這個帶有提梁的壺，和一般茶壺有什麼不一樣？,Y,Y,,True
Y,這種金製的髮飾，妃子平常會戴嗎？,Y,Y,,True
Y,這裡這個嵌有貓眼石的頭冠是誰才能用的呢？,Y,Y,,True
Y,這個嵌了瑪瑙的金色容器有什麼特別的用途嗎？,Y,Y,,True
Y,這個圓圓的紅色盒子是用來放什麼東西的？,Y,Y,,True
Y,這個雕刻有花卉圖案的指甲套，在清代是時髦的配件嗎？,Y,Y,,True
Y,這個琺瑯彩畫的懷錶是中國工匠做的還是進口的？,Y,Y,,True
Y,上面這種蓮花紋的瓶子是用什麼工藝畫出來的？,Y,Y,,True
F,這種玉質的佛手，看起來特別細緻，有沒有可能是用來表達祝福或平安的意思啊？,F,F,,True
F,這個白色瓷杯摸起來滑滑的，當時會不會只有身份比較高的人才能用啊？,F,F,,True
F,這個梅瓶上面的蓮花紋，是不是有一種清淨的感覺，會不會和黛玉的個性比較像呢？,F,F,,True
F,這個青色的筆筒，擺在書房裡是不是會讓人聯想到大觀園裡的詩社氣氛？,F,F,,True
F,這個「奉華」兩個字，是不是有點像是宮裡女孩子們互相關心彼此的心意？,F,F,,True
F,這個壺身上畫的幾種花，是不是想強調一年四季都很美，也可能是給愛花的寶玉用的？,F,F,,True
F,這種可以提著走的壺，是不是適合在賞花時帶出去用，會讓人感覺很講究生活情趣？,F,F,,True
F,這對金色的髮簪，看起來好華麗，會不會只有像元春這樣的貴族才戴得起？,F,F,,True
F,這個小小的金碗，是不是在宴席上用來盛什麼特別的東西，顯得很尊貴呢？,F,F,,True
F,這個帶有花紋的金筷子和匙，是不是象徵著家族的地位和用餐禮儀？,F,F,,True
F,這頂上嵌著珠子的冠，感覺很隆重，會不會是特定節慶或場合才會戴的啊？,F,F,,True
F,這塊鏤空的金飾，看起來很精細，是不是適合送給特別重要的人表達心意？,F,F,,True
F,這艘小青瓷船，是不是有點像詩裡說的泛舟賞月，讓人聯想到大觀園裡的那種閒適？,F,F,,True
F,這個端著佛手的紅盤，有點像是吉祥的象徵，是不是家庭聚會會常出現？,F,F,,True
F,這種裝菊花的盒子，感覺很適合重陽節時用，有沒有可能當作節日禮物？,F,F,,True
F,這個壺是仿紅色的，看起來很特別，是不是新年或喜慶場合才會用呢？,F,F,,True
F,這個帶洋人圖案的懷錶，會不會是寶玉這種愛新奇玩意兒的人才會收藏？,F,F,,True
F,這個象牙做的荷包，看起來很細膩，會不會是女孩子們互相贈送的貼心禮物？,F,F,,True
F,這種黑底帶金點的鼻煙壺，是不是顯得特別時尚，可能比較討年輕人喜歡？,F,F,,True
F,這個銀色加點金的指甲套，看起來像是貴婦才會戴的東西，會不會讓人聯想到王熙鳳的華麗？,F,F,,True
F,這種帶花紋的杯子，看起來很細緻，會不會是平時大家閒聊品茶時用的？,F,F,,True
F,這個玉做的小手形狀，是不是有點像紅樓夢裡祝福長壽的意思啊？,F,F,,True
F,這個金色的頭飾，看起來很華麗，妳覺得適合王熙鳳那種氣場的人嗎？,F,F,,True
F,這種白色瓷器感覺很素雅，會不會比較像黛玉房裡會出現的東西呢？,F,F,,True
F,這個有蓋子的花壺，上面的圖案有什麼特別的祝福意思嗎？,F,F,,True
F,這種小巧的鼻煙壺，會不會是賈母或賈寶玉那樣身份的人才用得起的？,F,F,,True
F,這個雕刻得很細緻的荷包，用來送人是不是可以代表一種思念或祝福？,F,F,,True
F,這個圓圓的捧盒，要是擺在迎春或惜春的房間，會有什麼象徵的意思嗎？,F,F,,True
F,這個帶有金邊的茶碗，看起來很貴氣，是不是特別適合節慶或待貴客用的？,F,F,,True
F,這個紅色的盤子，很吸引目光，會不會用在比較熱鬧的場合啊？,F,F,,True
F,這種有提把的壺，適合帶出去野餐賞花嗎？會不會有點像大觀園裡的生活情趣？,F,F,,True
F,這個仿官瓷的筆筒，放在寶玉書房裡會不會顯得文人氣息特別重？,F,F,,True
F,這個船形的器皿，有沒有可能跟紅樓夢裡泛舟賞花的情景有關？,F,F,,True
F,這個花紋很精細的指甲套，是不是可以看出當時仕女們對美的追求？,F,F,,True
F,這個多層的屜盒，看起來很實用，你覺得用來裝首飾還是詩稿更合適？,F,F,,True
F,這個有點異國人物的懷錶，會不會讓大家聯想到小說裡對新奇事物的嚮往？,F,F,,True
F,這個雕刻了花卉圖案的小碟子，是不是有點像寶釵溫柔細膩的個性？,F,F,,True
F,這組金筷子和湯匙，如果拿來宴客有什麼特別的禮節或身分象徵嗎？,F,F,,True
F,這個帶蓋的青瓷碗，看起來很穩重，適合用在什麼樣的家庭聚會呢？,F,F,,True
F,這個「奉華」字樣的青瓷洗，會不會讓人聯想到紅樓夢中對清雅生活的嚮往？,F,F,,True
N,你有推薦的晚餐嗎？,N,N,很抱歉，這個問題與《紅樓夢》展覽無關，歡迎您詢問相關內容！,True
N,你最近有看什麼有趣的電影嗎？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎您提出關於展覽或《紅樓夢》的相關問題！,True
N,這週末有什麼活動可以參加？,N,N,您好，這個問題與《紅樓夢》展覽無關，歡迎您詢問與展覽或紅樓夢相關的內容！,True
N,你覺得春天還是秋天比較舒服？,N,N,您好，這個問題與《紅樓夢》展覽內容無關，歡迎詢問相關主題！,True
N,附近有沒有不錯的公園可以散步？,N,N,很抱歉，這個問題與《紅樓夢》展覽無關，建議您詢問現場服務人員或查詢地圖資訊。,True
N,你喜歡貓還是狗？,N,N,您好，這個問題和《紅樓夢》展覽內容無關，歡迎詢問相關展品或小說的問題喔！,True
N,明天要不要一起去運動？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎您提出相關展覽或作品的問題！,True
N,你最近有在追哪部劇嗎？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎詢問有關展覽或《紅樓夢》的相關內容！,True
N,你的手機鈴聲是什麼？,N,N,這個問題和《紅樓夢》展覽內容無關，歡迎詢問有關展覽或小說的問題！,True
N,喝茶還是喝咖啡比較提神？,N,N,這個問題與《紅樓夢》展覽主題無關，歡迎您提出有關展覽或小說的相關問題！,True
N,有推薦的書可以看嗎？,N,N,感謝您的提問！若您對《紅樓夢》或展覽內容有任何疑問，歡迎隨時提出。,True
N,你通常怎麼放鬆心情？,N,N,您好，這個問題與《紅樓夢》展覽內容無關，歡迎您詢問相關展品或小說的問題！,True
N,你早餐都吃什麼？,N,N,您好，這個問題和《紅樓夢》展覽內容無關，歡迎詢問有關紅樓夢或展品的問題喔！,True
N,最近有遇到什麼好笑的事嗎？,N,N,您好，這個問題和《紅樓夢》展覽內容無關，歡迎詢問相關主題！,True
N,你會彈樂器嗎？,N,N,您好，我是《紅樓夢》展覽問答助手，僅能回覆與展覽或《紅樓夢》相關的問題喔！,True
N,你有養植物嗎？,N,N,您好，這個問題和《紅樓夢》展覽內容無關，歡迎詢問有關展覽或紅樓夢的相關問題！,True
N,假日喜歡待在家還是出去走走？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎您詢問相關內容！,True
N,你有沒有想學的新技能？,N,N,您好，這個問題和《紅樓夢》展覽主題無關，歡迎您詢問有關展品或小說內容的問題！,True
N,這城市有什麼好吃的小吃？,N,N,很抱歉，這個問題與《紅樓夢》展覽無關，歡迎您詢問相關展品或小說內容！,True
N,你平常都用什麼APP記錄事情？,N,N,您好，這個問題與《紅樓夢》展覽內容無關，歡迎您提出關於展覽或紅樓夢的相關問題！,True
N,你會煮飯嗎？,N,N,您好，這個問題與《紅樓夢》展覽內容無關，歡迎詢問相關主題！,True
N,最近有什麼好看的電影推薦嗎？,N,N,很抱歉，我只能回答與《紅樓夢》展覽或相關內容有關的問題喔！,True
N,你平常喜歡聽什麼音樂？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎您詢問有關展覽或書中內容的問題！,True
N,這間餐廳味道如何？,N,N,您好，這個問題與《紅樓夢》展覽無關，歡迎您詢問有關展覽或小說的內容！,True
N,你家附近有沒有好的早餐店？,N,N,很抱歉，這個問題與《紅樓夢》展覽無關，歡迎您詢問相關內容！,True
N,你會騎腳踏車嗎？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎提出相關問題，我很樂意協助解答！,True
N,假日通常怎麼安排？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎您詢問相關內容！,True
N,你有沒有養寵物？,N,N,很抱歉，我只能回答與《紅樓夢》展覽或相關內容有關的問題喔！,True
N,晚餐想吃什麼？,N,N,您好，這個問題與《紅樓夢》展覽內容無關，歡迎您詢問有關展覽或小說的相關問題！,True
N,最近天氣不錯，要不要出去走走？,N,N,您好，這個問題與《紅樓夢》展覽內容無關，歡迎詢問相關展品或小說問題！,True
N,你最喜歡的水果是什麼？,N,N,很抱歉，這個問題與《紅樓夢》展覽無關，歡迎您詢問有關展覽或書中內容的問題！,True
N,這雙鞋子好穿嗎？,N,F,,False
N,你會彈鋼琴嗎？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎提問相關內容！,True
N,你喜歡看漫畫還是小說？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎您詢問有關展覽或《紅樓夢》的相關問題！,True
N,這首歌你聽過嗎？,N,N,您好，這個問題與《紅樓夢》展覽無關，歡迎詢問有關展覽或書中內容的問題！,True
N,你常用哪個社群網站？,N,N,您好，這個問題與《紅樓夢》展覽內容無關，歡迎您詢問相關展品或小說的問題！,True
N,這個包包好看嗎？,N,F,,False
N,你的生日是幾月幾號？,N,N,您好，這個問題與《紅樓夢》展覽無關，歡迎您詢問相關展品或故事內容！,True
N,你會用電腦畫圖嗎？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎您詢問相關內容！,True
N,你喜歡在早上還是晚上運動？,N,N,您好，這個問題與《紅樓夢》展覽主題無關，歡迎您詢問相關內容！,True
