query_type,query,suppose_answer,predict_answer,rejection_content,label
Y,像這種鏤空的金髮飾，在書裡通常是誰會戴呢？,Y,Y,,TRUE
Y,這個紅色的盤子，有特別在什麼節慶出現過嗎？,Y,Y,,TRUE
Y,這個壺身畫滿花的茶壺，是怎麼燒製出這麼多顏色的啊？,Y,Y,,TRUE
Y,這一對金色的筷子和湯匙，是給什麼身分的人用的？,Y,Y,,TRUE
Y,這個船形的小瓷器，主要是做什麼用的呢？,Y,Y,,TRUE
Y,這種帶珠子的髮冠，是清代哪種場合才會戴？,Y,Y,,TRUE
Y,這個帶著西洋人物圖案的錶，在《紅樓夢》裡有出現過嗎？,Y,Y,,TRUE
Y,這種石頭做的碟子，是不是用來盛什麼特別的東西？,Y,Y,,TRUE
Y,像這個畫了菊花的盒子，平常會放什麼東西？,Y,Y,,TRUE
Y,這個佛手形狀的玉飾，有什麼特別的保養方式嗎？,Y,Y,,TRUE
Y,這個梅瓶身上的紋路，是怎麼刻上去的？,Y,Y,,TRUE
Y,這個透明中帶金色小點的瓶子，是怎麼做出這種效果的啊？,Y,Y,,TRUE
Y,這個雕花的荷包，在清代女生會怎麼佩戴它？,Y,Y,,TRUE
Y,這個描金的蓋碗，跟一般瓷碗有什麼不一樣嗎？,Y,Y,,TRUE
Y,這種層層抽屜的盒子，是專門放什麼東西用的？,Y,Y,,TRUE
Y,這個指甲套，書裡的仕女真有戴過嗎？,Y,Y,,TRUE
F,這個玉做的小手，會不會象徵什麼特別的祝福意思啊？,F,F,,TRUE
F,這種帶著花紋的小壺，你覺得比較適合誰在大觀園裡用呢？,F,F,,TRUE
F,這個帽子上那麼多金色和珠子，是不是只有身份高的人才會戴啊？,F,F,,TRUE
F,這個紅色的盤子，擺在桌上是不是有特別的節慶氣氛？,F,F,,TRUE
F,這種白色看起來很純淨的瓷杯，在書中會不會讓人聯想到黛玉的氣質呢？,F,F,,TRUE
F,這個鼻煙壺上面的金色點點，是不是要表現富貴的感覺啊？,F,F,,TRUE
F,你覺得這個雕花的小荷包，拿來送禮會不會象徵祝福平安？,F,F,,TRUE
F,這個青色的筆筒感覺很書卷氣，會不會是賈寶玉書房裡的擺設？,F,F,,TRUE
F,這種花卉的蓋碗，會不會是姐妹們一起飲茶時的常用器物？,F,F,,TRUE
F,這個瑪瑙做的碟子摸起來冰冰涼涼，是不是特別適合夏天用呢？,F,F,,TRUE
F,這個嵌了金星的小盒子，是不是當時很珍貴，一般人用不起的？,F,F,,TRUE
F,這樣的金筷子和勺子，看起來特別講究，平常家裡會用嗎？,F,F,,TRUE
F,這種蓮花紋的瓶子，會不會有純潔、吉祥的含義在裡面？,F,F,,TRUE
F,這種菊花樣式的盒子，是不是在重陽節特別常見啊？,F,F,,TRUE
F,你覺得這個畫著洋人圖案的懷錶，是不是反映當時流行西洋風呢？,F,F,,TRUE
F,這個雕得那麼細的指甲套，是不是和貴婦人愛美有關啊？,F,F,,TRUE
F,這個彩繪佛手擺在案上，看起來像是給誰帶來好運嗎？,F,F,,TRUE
F,這種海棠型的茶壺，是不是更適合在春天用來賞花喝茶？,F,F,,TRUE
F,這種鏤空又帶珠子的頭飾，會不會是大婚或重大節慶才戴的啊？,F,F,,TRUE
F,你覺得這個青瓷小船，擺在桌上是不是有一種悠然自得的文人氣息？,F,F,,TRUE
F,這種帶玉佩的造型，在《紅樓夢》裡是不是代表身分比較高的人才能戴啊？,F,F,,TRUE
F,這個白色瓷杯給人的感覺很清雅，會不會像是黛玉房間裡常見的小東西呢？,F,F,,TRUE
F,這個蓋碗上面畫的花卉，感覺是四季常在，跟賈府的富貴有關嗎？,F,F,,TRUE
F,這個顏色青青的洗子，看起來很低調，會不會是寶玉那種溫和個性的象徵啊？,F,F,,TRUE
F,這種金色的長筷子跟匙，是不是只有逢年過節或重要場合才會用到呢？,F,F,,TRUE
F,這個帶花紋的壺，如果是在《紅樓夢》的茶宴上出現，誰會喜歡這種花樣啊？,F,F,,TRUE
F,看起來很精緻的金冠，當時的女子真的會戴著這麼華麗的飾品過日子嗎？,F,F,,TRUE
F,這個紅色釉的盤子，會不會拿來裝象徵吉祥的水果，像是佛手這類的呢？,F,F,,TRUE
F,這種有點西洋風的懷錶，會不會被當作新奇玩意，只有賈府少爺們才會用啊？,F,F,,TRUE
F,這個琺瑯的提梁壺，方便帶著走，是不是之前出門賞花或野餐會用到？,F,F,,TRUE
F,這種雕花荷包，除了實用以外，是不是也用來表達主人的品味和心思？,F,F,,TRUE
F,這個玻璃鼻煙壺黑底金點的樣子，是不是在貴族圈裡會被當成時髦的展示品啊？,F,F,,TRUE
F,這個雕有菊花的盒子，是不是在秋天菊花詩會時特別合適拿來用？,F,F,,TRUE
F,這個蓋碗帶一點金色紋路，當時會不會是為了給客人看起來更體面？,F,F,,TRUE
F,這種玉佛手的造型，是不是有祝福平安和多子多孫的意思呢？,F,F,,TRUE
F,看起來有花紋的瑪瑙碟，在園子裡的下午茶會上會用得到嗎？,F,Y,,FALSE
F,這雙指甲套看起來很細緻，是不是只有在大觀園裡的姑娘才會戴呢？,F,Y,,FALSE
F,這個金色嵌珠的髮簪，會不會是嬪妃或貴婦專門用來出席正式場合的？,F,F,,TRUE
F,這個青瓷做成小船的樣子，是不是在宴席上也有寓意一帆風順啊？,F,F,,TRUE
F,這種帶有浮雕蓮花的梅瓶，會不會和賈府的佛堂或書房氛圍比較搭呢？,F,F,,TRUE
N,你喜歡吃冰淇淋嗎？,N,N,這個問題與《紅樓夢》展覽內容無關，無法提供相關回答，謝謝您的理解。,TRUE
N,最近有什麼熱門電影推薦嗎？,N,N,抱歉，這裡主要介紹《紅樓夢》相關內容，無法提供電影推薦喔。,TRUE
N,你會彈鋼琴嗎？,N,N,抱歉，這個問題與《紅樓夢》展覽無關，無法提供相關資訊。,TRUE
N,早餐通常會吃什麼呢？,N,N,您好，這個問題與《紅樓夢》展覽內容不太相關，歡迎您提出其他關於展品或小說的問題！,TRUE
N,這附近有沒有好吃的拉麵店？,N,N,抱歉，這個問題與《紅樓夢》展覽無關，無法提供相關資訊。,TRUE
N,你曾經去過海邊玩嗎？,N,N,抱歉，這個問題與《紅樓夢》展覽無關，無法提供相關回答。,TRUE
N,夏天常常去哪裡避暑？,N,Y,,FALSE
N,你覺得貓還是狗比較可愛？,N,N,這個問題與《紅樓夢》展覽內容無關，無法提供相關資訊，謝謝您的理解。,TRUE
N,最近有沒有在追什麼電視劇？,N,N,抱歉，這個問題與《紅樓夢》展覽無關，無法提供相關資訊。,TRUE
N,週末都怎麼安排時間？,N,N,您好，這個問題與《紅樓夢》展覽內容無關，無法提供相關回答，感謝您的理解。,TRUE
N,你會騎腳踏車嗎？,N,N,抱歉，這個問題與《紅樓夢》展覽內容無關，無法提供相關資訊。,TRUE
N,今年想去哪裡旅行？,N,N,您好，這個問題與《紅樓夢》展覽無關，無法提供相關回答，感謝您的理解。,TRUE
N,你平常會打籃球還是跑步？,N,N,抱歉，這個問題與《紅樓夢》展覽內容無關，無法提供相關回答。,TRUE
N,想學新語言，有什麼建議嗎？,N,N,抱歉，這個問題與《紅樓夢》展覽內容無關，無法提供相關資訊。,TRUE
N,晚上有習慣早睡嗎？,N,N,抱歉，這個問題與《紅樓夢》展覽內容無關，無法提供相關資訊。,TRUE
N,你用過無線耳機嗎？,N,N,抱歉，這個問題與《紅樓夢》展覽內容無關，無法提供相關資訊。,TRUE
N,假日時會去公園散步嗎？,N,N,抱歉，您的問題與《紅樓夢》展覽內容無關，無法提供相關資訊。,TRUE
N,平常喜歡喝紅茶還是綠茶？,N,N,抱歉，這個問題與《紅樓夢》展覽內容無關，無法提供相關資訊。,TRUE
N,家裡有種植物嗎？,N,N,抱歉，您的問題與《紅樓夢》展覽內容無關，無法提供相關回答。,TRUE
N,最近有看到什麼有趣的新聞嗎？,N,N,抱歉，這個問題與《紅樓夢》展覽無關，無法提供相關回答。,TRUE
N,你午餐都吃些什麼呢？,N,N,抱歉，這個問題與《紅樓夢》展覽無關，無法提供相關資訊。,TRUE
N,這附近有沒有好吃的冰淇淋店？,N,N,抱歉，這個問題與《紅樓夢》展覽無關，無法提供相關資訊。,TRUE
N,你看過最新上映的電影嗎？,N,N,抱歉，這個問題與《紅樓夢》展覽無關，無法提供相關資訊。,TRUE
N,你的手機型號是什麼？,N,N,抱歉，這個問題與《紅樓夢》展覽內容無關，無法提供相關資訊。,TRUE
N,你平常有運動的習慣嗎？,N,N,這個問題與《紅樓夢》展覽無關，無法提供相關資訊，謝謝您的理解。,TRUE
N,最近有沒有想去旅行的地方？,N,N,抱歉，這個問題與《紅樓夢》展覽無關，無法提供相關資訊。,TRUE
N,你喜歡什麼口味的蛋糕？,N,N,抱歉，這個問題與《紅樓夢》展覽內容無關，無法提供相關資訊。,TRUE
N,這週末有什麼計畫嗎？,N,N,您好，這個問題與《紅樓夢》展覽無關，無法提供相關資訊，謝謝您的理解。,TRUE
N,你家附近有公園嗎？,N,N,抱歉，這個問題與《紅樓夢》展覽無關，無法提供相關資訊。,TRUE
N,你喜歡夏天還是冬天？,N,N,抱歉，這個問題與《紅樓夢》展覽內容無關，無法回答喔！,TRUE
N,你常聽音樂嗎？,N,N,這個問題與《紅樓夢》展覽無關，無法提供相關回答，謝謝您的理解。,TRUE
N,今天交通會不會塞車？,N,N,抱歉，這個問題與《紅樓夢》展覽內容無關，無法提供相關資訊。,TRUE
N,你早餐都喝什麼飲料？,N,N,抱歉，這個問題與《紅樓夢》展覽無關，無法提供相關資訊。,TRUE
N,你的生日是幾月幾號？,N,N,抱歉，這個問題與《紅樓夢》展覽無關，無法回答喔。,TRUE
N,你會做菜嗎？,N,N,抱歉，這個問題與《紅樓夢》展覽無關，無法提供相關資訊。,TRUE
N,你有沒有養寵物？,N,N,抱歉，這個問題與《紅樓夢》展覽內容無關，無法回答喔！,TRUE
N,你喜歡游泳還是跑步？,N,N,抱歉，這個問題與《紅樓夢》展覽無關，無法提供相關回答。,TRUE
N,你平常都是幾點起床？,N,N,抱歉，這個問題與《紅樓夢》展覽內容無關，無法回答喔！,TRUE
N,這裡可以用行動支付嗎？,N,N,您好，這個問題與《紅樓夢》展覽內容無關，無法提供相關資訊，謝謝您的理解。,TRUE
N,你喜歡聽什麼類型的音樂？,N,N,抱歉，這個問題與《紅樓夢》展覽內容無關，無法提供相關回答。,TRUE
Y,這個白色的杯子看起來很簡約，是不是在《紅樓夢》裡像是哪位安靜的角色會用的呢？,Y,F,,FALSE
Y,這種帶花紋的小瓶子給人的感覺很優雅，是不是當時女孩子們比較喜歡這樣的風格啊？,Y,F,,FALSE
Y,這個透明又有金點點的鼻煙壺摸起來好像很細緻，這種材質是不是感覺比較高級、適合身份高的人用呢？,Y,F,,FALSE
Y,這個紅色的盤子配上佛手擺飾，是不是代表喜氣、跟大家想像中富貴熱鬧的場面比較像？,Y,F,,FALSE
Y,這個指甲套看起來精細又閃亮，是不是顯得特別華麗，感覺像是賈府裡愛打扮的小姐會戴的嗎？,Y,F,,FALSE
Y,這種有蓋碗的設計在《紅樓夢》裡是不是象徵一種溫婉、細緻的生活態度啊？,Y,F,,FALSE
Y,這個青瓷的筆筒給人很安靜的感覺，是不是比較像賈寶玉他們讀書時會用的東西？,Y,F,,FALSE
F,這個玻璃鼻煙壺通常是怎麼製作出灑金星紋的啊？,F,Y,,FALSE
F,像這個金製髮簪尺寸大概多少才算標準？古時候會有什麼差別嗎？,F,Y,,FALSE
F,這種有描金紋的蓋碗大概是哪個朝代最喜歡用啊？有什麼特別意義嗎？,F,Y,,FALSE
F,這個紅色釉的盤子大概需要燒幾次才能有這個顏色嗎？是人工還是有特殊釉料？,F,Y,,FALSE
F,像這種帶珠寶的指甲套，當時通常怎麼鑲上去的啊？工法複雜嗎？,F,Y,,FALSE
F,這個雕花荷包大概尺寸多大才方便隨身帶？會有分男女用的嗎？,F,Y,,FALSE
F,這個有「奉華」字樣的青瓷器，年代能大致判斷出來嗎？是不是某段時期特有的寫法？,F,Y,,FALSE
Y,這種帶有花紋的杯子用起來感覺是不是特別優雅，像賈寶玉平時會拿來品茶的那種氛圍？,Y,F,,FALSE
Y,這個紅色釉的盤子，擺在桌上是不是看起來就很喜氣，會不會比較像迎新節慶那種感覺呢？,Y,F,,FALSE
F,這種看起來很細緻的鼻煙盒通常是用哪一種工法做的？大概要花多久時間啊？,F,Y,,FALSE
F,這個雕有圖案的茶壺尺寸大概有多大？以前通常是幾個人一起用呢？,F,Y,,FALSE
Y,這種蓋碗摸起來有種溫潤的感覺，是不是和黛玉給人的氛圍有點像啊？,Y,F,,FALSE
F,這個白色小水盂大概以前是在書房還是廳堂用的，通常會配其他文房東西一起嗎？,F,Y,,FALSE
Y,這種圓圓的盒子摸起來很溫潤，是不是跟寶玉給黛玉的小禮物那種感覺蠻像的啊？,Y,F,,FALSE
F,這個紅色的盤子大概是什麼年代燒製的？清代時會用這種顏色做什麼場合嗎？,F,Y,,FALSE
